"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","Dicker_main","Dicker_var","sub_Dicker_main","sub_Dicker_var","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
0.999999999999999,0,0,0,1.04485269323444,0.0414034196838291,0,0,"normal","I",500,500,0.5,0,0,0,FALSE,FALSE,0,"full",1,0.5,1e+05,533
