"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","Dicker_main","Dicker_var","sub_Dicker_var","S1_jack.Dicker_main","S1_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8.00000000000001,0,0,0,20.3421357481177,88.0025008372406,88.7894625448882,20.6375392610739,117.386330082302,"normal","I",1000,75,0.5,0,0,0,FALSE,FALSE,1,"leave-1",75,0.5,1e+05,84
