"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_Dicker_main","h_Dicker_var","sub_h_Dicker_main","sub_h_Dicker_var","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
7.99999999999999,0,0,0,0.223244029854828,0.188355115453613,0,0,"normal","I",500,75,0.5,0,0,0,FALSE,FALSE,0,"full",1,0.1,1e+05,739
