"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_Dicker_main","h_Dicker_var","sub_h_Dicker_main","sub_h_Dicker_var","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.559786339904884,0.0361242386693132,0,0,"normal","I",100,100,0.5,0,0,0,FALSE,FALSE,0,"full",1,0.5,1e+05,311
