"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","h_GCTA_main","h_GCTA_inter","sub_h_GCTA_inter","S1_bs","S1_v_bs.sub_h_GCTA_main","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","interact","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
7.99999999999999,0,0,0,0.346812613267361,0,0,0.343630244496742,0.00479941828782074,"normal","I",500,500,0.5,0,0,0,0,FALSE,FALSE,0,"para-bs",1000,0.3,1e+05,957
