"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","median_main","S1_jack.median_main","S1_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,0.0365117007393564,-66.6471622907364,0.00323757702310634,"normal","I",2,200,0.5,0,0,0,FALSE,FALSE,100,"leave-d",5000,0.5,1e+05,414
