"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_CI","GCTA_rr_main","S1_jack.EigenPrism_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8.00000000000001,0,0,0,14.1767024876865,27.6256072457131,54.152392624544,12.6265733686591,-2630.66699310569,79.8086270396102,1561.7257075092,33.970368079795,"normal","I",1000,75,0.5,0,0,0,FALSE,FALSE,56,"leave-d",650,0.5,1e+05,74
