"var_main_effect","var_inter_effect","cov_main_inter_effect","var_total_effect","EigenPrism_main","EigenPrism_CI","sub_EigenPrism_CI","GCTA_rr_main","S1_jack.EigenPrism_main","S1_v_jack_1","S2_jack.GCTA_rr_main","S2_v_jack_1","x_dist","structure","p","n","main_fixed_var","main_random_var","inter_fixed_var","inter_random_var","decor","combine","d","bs","n_sub","rho_e","emp_n","i"
8,0,0,0,NA,NA,NA,7.3420461850916,NA,NA,-11.9319506477914,0.175801055033811,"normal","I",100,1500,0.5,0,0,0,FALSE,FALSE,25,"leave-d",58095,0.5,1e+05,4
